,0,1
7054,00-16-E9,Tiba Medical Inc
7055,00-16-E4,VANGUARD SECURITY ENGINEERING CORP.
7056,00-16-DD,Gigabeam Corporation
7057,00-16-E2,"American Fibertek, Inc."
7058,00-16-D8,Senea AB
7059,00-16-9C,"Cisco Systems, Inc"
7060,00-16-9E,TV One Ltd
7061,00-16-A3,"Ingeteam Transmission&Distribution, S.A."
7062,00-16-90,J-TEK INCORPORATION
7063,00-16-97,NEC Corporation
7064,00-16-89,"Pilkor Electronics Co., Ltd"
7065,00-16-8B,Paralan Corporation
7066,00-16-84,"Donjin Co.,Ltd."
7067,00-16-7D,"Sky-Line Information Co., Ltd."
7068,00-16-78,"SHENZHEN BAOAN GAOKE ELECTRONICS CO., LTD"
7069,00-16-49,SetOne GmbH
7070,00-16-3F,CReTE SYSTEMS Inc.
7071,00-16-38,"TECOM Co., Ltd."
7072,00-16-33,Oxford Diagnostics Ltd.
7073,00-16-2C,Xanboo
7074,00-16-27,embedded-logic DESIGN AND MORE GmbH
7075,00-16-19,Lancelan Technologies S.L.
7076,00-16-14,Picosecond Pulse Labs
7077,00-17-19,"Audiocodes USA, Inc"
7078,00-17-1E,Theo Benning GmbH & Co. KG
7079,00-17-12,ISCO International
7080,00-17-0D,Dust Networks Inc.
7081,00-16-0F,BADGER METER INC
7082,00-16-0A,SWEEX Europe BV
7083,00-16-03,"COOLKSKY Co., LTD"
7084,00-15-F7,Wintecronics Ltd.
7085,00-15-F0,EGO BV
7086,00-15-EA,Tellumat (Pty) Ltd
7087,00-16-C5,"Shenzhen Xing Feng Industry Co.,Ltd"
7088,00-16-C7,"Cisco Systems, Inc"
7089,00-16-CC,Xcute Mobile Corp.
7090,00-16-C0,Semtech Corporation
7091,00-16-B4,Private
7092,00-16-A8,"CWT CO., LTD."
7093,00-16-AD,BT-Links Company Limited
7094,00-15-53,Cytyc Corporation
7095,00-15-55,DFM GmbH
7096,00-15-4E,IEC
7097,00-15-47,AiZen Solutions Inc.
7098,00-15-42,MICROHARD S.R.L.
7099,00-15-3B,EMH metering GmbH & Co. KG
7100,00-15-34,"A Beltrónica-Companhia de Comunicações, Lda"
7101,00-14-40,ATOMIC Corporation
7102,00-14-34,"Keri Systems, Inc"
7103,00-14-2D,Toradex AG
7104,00-14-26,NL Technology
7105,00-14-21,Total Wireless Technologies Pte. Ltd.
7106,00-14-1C,"Cisco Systems, Inc"
7107,00-15-83,IVT corporation
7108,00-15-7E,Weidmüller Interface GmbH & Co. KG
7109,00-15-79,Lunatone Industrielle Elektronik GmbH
7110,00-15-74,Horizon Semiconductors Ltd.
7111,00-15-66,"A-First Technology Co., Ltd."
7112,00-15-61,JJPlus Corporation
7113,00-15-5A,"DAINIPPON PHARMACEUTICAL CO., LTD."
7114,00-15-54,Atalum Wireless S.A.
7115,00-15-28,Beacon Medical Products LLC d.b.a. BeaconMedaes
7116,00-15-21,Horoquartz
7117,00-15-23,Meteor Communications Corporation
7118,00-15-22,Dea Security
7119,00-15-1C,LENECO
7120,00-15-12,Zurich University of Applied Sciences
7121,00-15-0B,SAGE INFOTECH LTD.
7122,00-15-06,Neo Photonics
7123,00-14-FF,"Precise Automation, Inc."
7124,00-14-F8,Scientific Atlanta
7125,00-14-F3,ViXS Systems Inc
7126,00-14-E7,"Stolinx,. Inc"
7127,00-14-EC,Acro Telecom
7128,00-14-E2,datacom systems inc.
7129,00-14-D6,"Jeongmin Electronics Co.,Ltd."
7130,00-14-DB,Elma Trenew Electronic GmbH
7131,00-14-DD,Covergence Inc.
7132,00-14-DC,Communication System Design & Manufacturing (CSDM)
7133,00-14-CF,INVISIO Communications
7134,00-14-CA,Key Radio Systems Limited
7135,00-14-BC,SYNECTIC TELECOM EXPORTS PVT. LTD.
7136,00-14-B7,AR Infotek Inc.
7137,00-14-AD,Gassner Wiege- und Meßtechnik GmbH
7138,00-14-B2,mCubelogics Corporation
7139,00-14-A6,"Teranetics, Inc."
7140,00-14-9F,"System and Chips, Inc."
7141,00-14-A1,Synchronous Communication Corp
7142,00-14-70,Prokom Software SA
7143,00-14-69,"Cisco Systems, Inc"
7144,00-14-62,"Digiwell Technology, inc"
7145,00-14-5D,"WJ Communications, Inc."
7146,00-14-50,Heim Systems GmbH
7147,00-14-56,Edge Products
7148,00-14-4C,General Meters Corp.
7149,00-14-45,Telefon-Gradnja d.o.o.
7150,00-14-47,BOAZ Inc.
7151,00-14-46,SuperVision Solutions LLC
7152,00-15-B3,Caretech AB
7153,00-15-A9,"KWANG WOO I&C CO.,LTD"
7154,00-15-9D,Tripp Lite 
7155,00-15-91,RLW Inc.
7156,00-15-8A,SURECOM Technology Corp.
7157,00-15-8F,NTT Advanced Technology Corporation
7158,00-15-90,Hectronic GmbH
7159,00-14-A0,"Accsense, Inc."
7160,00-14-93,Systimax Solutions
7161,00-14-8E,Tele Power Inc.
7162,00-14-87,American Technology Integrators
7163,00-14-82,Aurora Networks
7164,00-14-81,Multilink Inc
7165,00-14-7C,3Com Ltd
7166,00-14-75,"Wiline Networks, Inc."
7167,00-12-E7,Projectek Networking Electronics Corp.
7168,00-12-E8,Fraunhofer IMS
7169,00-12-DB,ZIEHL industrie-elektronik GmbH + Co KG
7170,00-12-E2,ALAXALA Networks Corporation
7171,00-12-D6,"Jiangsu Yitong High-Tech Co.,Ltd"
7172,00-12-D5,Motion Reality Inc.
7173,00-12-C3,WIT S.A.
7174,00-13-E5,"TENOSYS, INC."
7175,00-13-EA,Kamstrup A/S
7176,00-13-DE,"Adapt4, LLC"
7177,00-13-D7,SPIDCOM Technologies SA
7178,00-13-D8,Princeton Instruments
7179,00-13-CF,4Access Communications
7180,00-13-D2,"PAGE IBERICA, S.A."
7181,00-13-C9,Beyond Achieve Enterprises Ltd.
7182,00-13-C2,"WACOM Co.,Ltd"
7183,00-13-BD,HYMATOM SA
7184,00-13-B8,RyCo Electronic Systems Limited
7185,00-13-4E,"Valox Systems, Inc."
7186,00-13-53,HYDAC Filtertechnik GMBH
7187,00-13-4D,Inepro BV
7188,00-13-47,"Red Lion Controls, LP"
7189,00-13-3B,Speed Dragon Multimedia Limited
7190,00-13-40,AD.EL s.r.l.
7191,00-13-2E,ITian Coporation
7192,00-13-28,"Westech Korea Inc.,"
7193,00-13-2D,iWise Communications
7194,00-13-34,"Arkados, Inc."
7195,00-13-B3,"Ecom Communications Technology Co., Ltd."
7196,00-13-AC,"Sunmyung Electronics Co., LTD"
7197,00-13-A6,Extricom Ltd
7198,00-13-A5,"General Solutions, LTD."
7199,00-13-A0,"ALGOSYSTEM Co., Ltd."
7200,00-13-99,STAC Corporation.
7201,00-13-93,"Panta Systems, Inc."
7202,00-13-94,"Infohand Co.,Ltd"
7203,00-13-8D,Kinghold
7204,00-12-C8,Perfect tech
7205,00-12-B9,Fusion Digital Technology
7206,00-12-BE,Astek Corporation
7207,00-12-AC,ONTIMETEK INC.
7208,00-12-AB,"WiLife, Inc."
7209,00-12-B2,AVOLITES LTD.
7210,00-12-A6,Dolby Australia
7211,00-13-78,"Qsan Technology, Inc."
7212,00-13-7D,"Dynalab, Inc."
7213,00-13-84,Advanced Motion Controls
7214,00-13-7E,"CorEdge Networks, Inc."
7215,00-13-6C,TomTom
7216,00-13-6B,E-TEC
7217,00-13-59,ProTelevision Technologies A/S
7218,00-13-5E,EAB/RWI/K
7219,00-12-9F,RAE Systems
7220,00-12-99,Ktech Telecommunications Inc
7221,00-12-9A,IRT Electronics Pty Ltd
7222,00-12-8C,Woodward Governor
7223,00-12-93,GE Energy
7224,00-12-87,Digital Everywhere Unterhaltungselektronik GmbH
7225,00-12-80,"Cisco Systems, Inc"
7226,00-13-1E,Peiker acustic GmbH & Co. KG
7227,00-13-23,"Cap Co., Ltd."
7228,00-13-0B,Mextal B.V.
7229,00-13-12,Amedia Networks Inc.
7230,00-12-F8,"WNI Resources, LLC"
7231,00-12-FF,Lely Industries N.V.
7232,00-13-04,Flaircomm Technologies Co. LTD
7233,00-14-10,"Suzhou Keda Technology CO.,Ltd"
7234,00-14-17,RSE Informations Technologie GmbH
7235,00-14-08,Eka Systems Inc.
7236,00-14-02,kk-electronic a/s
7237,00-14-01,Rivertree Networks Corp.
7238,00-13-FB,RKC INSTRUMENT INC.
7239,00-13-F4,Psitek (Pty) Ltd
7240,00-13-EF,"Kingjon Digital Technology Co.,Ltd"
7241,00-11-F7,"Shenzhen Forward Industry Co., Ltd"
7242,00-11-F2,Institute of Network Technologies
7243,00-11-EB,Innovative Integration
7244,00-11-E6,Scientific Atlanta
7245,00-11-E5,KCodes Corporation
7246,00-11-DF,Current Energy
7247,00-11-D3,NextGenTel Holding ASA
7248,00-11-0E,Tsurusaki Sealand Transportation Co. Ltd.
7249,00-11-15,"EPIN Technologies, Inc."
7250,00-11-14,EverFocus Electronics Corp.
7251,00-11-07,RGB Networks Inc.
7252,00-11-08,Orbital Data Corporation
7253,00-11-02,Aurora Multimedia Corp.
7254,00-0F-FC,Merit Li-Lin Ent.
7255,00-0F-DA,YAZAKI CORPORATION
7256,00-0F-F3,Jung Myoung Communications&Technology
7257,00-11-A2,Manufacturing Technology Inc
7258,00-11-9B,Telesynergy Research Inc.
7259,00-11-8C,Missouri Department of Transportation
7260,00-11-91,CTS-Clima Temperatur Systeme GmbH
7261,00-11-96,"Actuality Systems, Inc."
7262,00-11-79,Singular Technology Co. Ltd.
7263,00-11-72,COTRON CORPORATION
7264,00-11-66,"Taelim Electronics Co., Ltd."
7265,00-11-6B,"Digital Data Communications Asia Co.,Ltd"
7266,00-11-6C,"Nanwang Multimedia Inc.,Ltd"
7267,00-11-62,"STAR MICRONICS CO.,LTD."
7268,00-11-61,"NetStreams, LLC"
7269,00-11-55,Sevis Systems
7270,00-11-5C,"Cisco Systems, Inc"
7271,00-11-47,Secom-Industry co.LTD.
7272,00-11-4C,caffeina applied research ltd.
7273,00-12-74,NIT lab
7274,00-12-7A,"Sanyu Industry Co.,Ltd."
7275,00-12-6D,"University of California, Berkeley"
7276,00-12-68,IPS d.o.o.
7277,00-12-67,Panasonic Corporation
7278,00-12-61,"Adaptix, Inc"
7279,00-12-57,LeapComm Communication Technologies Inc.
7280,00-12-22,Skardin (UK) Ltd
7281,00-12-27,"Franklin Electric Co., Inc."
7282,00-12-1B,"Sound Devices, LLC"
7283,00-12-21,B.Braun Melsungen AG
7284,00-12-14,Koenig & Bauer AG
7285,00-12-0F,IEEE 802.3
7286,00-12-08,Gantner Instruments GmbH
7287,00-12-01,"Cisco Systems, Inc"
7288,00-12-02,Decrane Aerospace - Audio International Inc.
7289,00-11-C7,Raymarine UK Ltd
7290,00-11-CC,"Guangzhou Jinpeng Group Co.,Ltd."
7291,00-11-B5,"Shenzhen Powercom Co.,Ltd"
7292,00-11-BA,Elexol Pty Ltd
7293,00-11-C1,4P MOBILE DATA PROCESSING
7294,00-11-A8,Quest Technologies
7295,00-11-A7,Infilco Degremont Inc.
7296,00-12-50,"Tokyo Aircaft Instrument Co., Ltd."
7297,00-12-4B,Texas Instruments
7298,00-12-44,"Cisco Systems, Inc"
7299,00-12-38,"SetaBox Technology Co., Ltd."
7300,00-12-3D,"GES Co, Ltd"
7301,00-12-3E,"ERUNE technology Co., Ltd."
7302,00-12-2C,Soenen Controls N.V.
7303,00-12-31,"Motion Control Systems, Inc."
7304,00-11-46,Telecard-Pribor Ltd
7305,00-11-40,Nanometrics Inc.
7306,00-11-39,STOEBER ANTRIEBSTECHNIK GmbH + Co. KG.
7307,00-11-3A,SHINBORAM
7308,00-11-34,"MediaCell, Inc."
7309,00-11-27,"TASI, Inc"
7310,00-11-2A,Niko NV
7311,00-11-21,"Cisco Systems, Inc"
7312,00-0E-BB,Everbee Networks
7313,00-0E-B4,GUANGZHOU GAOKE COMMUNICATIONS TECHNOLOGY CO.LTD.
7314,00-0E-AE,GAWELL TECHNOLOGIES CORP.
7315,00-0E-A8,United Technologists Europe Limited
7316,00-0E-AD,"Metanoia Technologies, Inc."
7317,00-0E-A1,Formosa Teletek Corporation
7318,00-0E-9C,Benchmark Electronics 
7319,00-0E-9B,Ambit Microsystems Corporation
7320,00-0E-8E,"SparkLAN Communications, Inc."
7321,00-0E-95,"Fujiya Denki Seisakusho Co.,Ltd."
7322,00-0F-C1,WAVE Corporation
7323,00-0F-C8,Chantry Networks
7324,00-0F-C7,Dionica R&D Ltd.
7325,00-0F-BA,Tevebox AB
7326,00-0F-A7,Raptor Networks Technology
7327,00-0F-AE,E2O Communications
7328,00-0F-A8,"Photometrics, Inc."
7329,00-0F-9A,"Synchrony, Inc."
7330,00-0F-A2,2xWireless
7331,00-0E-89,CLEMATIC
7332,00-0E-82,Commtech Wireless
7333,00-0E-7C,Televes S.A.
7334,00-0E-76,GEMSOC INNOVISION INC.
7335,00-0E-6E,MAT S.A. (Mircrelec Advanced Technology)
7336,00-0E-72,CTS electronics
7337,00-0E-68,E-TOP Network Technology Inc.
7338,00-0E-67,Eltis Microelectronics Ltd.
7339,00-0F-E7,"Lutron Electronics Co., Inc."
7340,00-0F-EC,ARKUS Inc.
7341,00-0F-E0,"NComputing Co.,Ltd."
7342,00-0F-D4,Soundcraft
7343,00-0F-D9,FlexDSL Telecommunications AG
7344,00-0E-EA,"Shadong Luneng Jicheng Electronics,Co.,Ltd"
7345,00-0E-DD,SHURE INCORPORATED
7346,00-0E-E4,"BOE TECHNOLOGY GROUP CO.,LTD"
7347,00-0E-D8,Positron Access Solutions Corp
7348,00-0E-CD,SKOV A/S
7349,00-0E-CE,S.I.T.T.I. S.p.A.
7350,00-0E-D3,"Epicenter, Inc."
7351,00-0E-C7,Motorola Korea
7352,00-0F-93,Landis+Gyr Ltd.
7353,00-0F-94,Genexis BV
7354,00-0F-8E,"DONGYANG TELECOM CO.,LTD."
7355,00-0F-87,Maxcess International
7356,00-0F-82,"Mortara Instrument, Inc."
7357,00-0F-81,PAL Pacific Inc.
7358,00-0F-74,Qamcom Technology AB
7359,00-0F-7B,"Arce Sistemas, S.A."
7360,00-0F-68,"Vavic Network Technology, Inc."
7361,00-0F-6F,FTA Communication Technologies
7362,00-0F-62,Alcatel Bell Space N.V.
7363,00-0F-5C,Day One Digital Media Limited
7364,00-0F-55,Datawire Communication Networks Inc.
7365,00-0F-49,Northover Solutions Limited
7366,00-0F-50,StreamScale Limited
7367,00-0F-42,Xalyo Systems
7368,00-0F-1C,"DigitAll World Co., Ltd"
7369,00-0F-0A,Clear Edge Networks
7370,00-0F-09,Private
7371,00-0F-03,"COM&C CO., LTD"
7372,00-0E-F7,Vulcan Portals Inc
7373,00-0E-FC,JTAG Technologies B.V.
7374,00-0E-E9,"WayTech Development, Inc."
7375,00-0E-F0,Festo AG & Co. KG
7376,00-0F-35,"Cisco Systems, Inc"
7377,00-0F-2E,Megapower International Corp.
7378,00-0F-29,Augmentix Corporation
7379,00-0F-22,"Helius, Inc."
7380,00-0F-0F,"Real ID Technology Co., Ltd."
7381,00-0F-16,"JAY HOW TECHNOLOGY CO.,"
7382,00-0F-1B,Ego Systems Inc.
7383,00-0D-74,"Sand Network Systems, Inc."
7384,00-0D-7B,Consensys Computers Inc.
7385,00-0D-6E,K-Patents Oy
7386,00-0D-68,"Vinci Systems, Inc."
7387,00-0D-6D,K-Tech Devices Corp.
7388,00-0D-5B,Smart Empire Investments Limited
7389,00-0D-5C,"Robert Bosch GmbH, VT-ATMO"
7390,00-0D-61,"Giga-Byte Technology Co., Ltd."
7391,00-0D-55,"SANYCOM Technology Co.,Ltd"
7392,00-0D-49,"Triton Systems of Delaware, Inc."
7393,00-0D-4E,"NDR Co.,LTD."
7394,00-0E-5B,ParkerVision - Direct2Data
7395,00-0E-55,AUVITRAN
7396,00-0E-56,4G Systems GmbH & Co. KG
7397,00-0E-4F,Trajet GmbH
7398,00-0E-48,Lipman TransAction Solutions
7399,00-0E-43,G-Tek Electronics Sdn. Bhd.
7400,00-0E-34,"NexGen City, LP"
7401,00-0E-3B,"Hawking Technologies, Inc."
7402,00-0E-2F,Roche Diagnostics GmbH
7403,00-0D-FB,Komax AG
7404,00-0D-E9,Napatech Aps
7405,00-0D-EE,Andrew RF Power Amplifier Group
7406,00-0D-E2,CMZ Sistemi Elettronici
7407,00-0D-DC,VAC
7408,00-0D-D6,ITI    LTD
7409,00-0D-DB,AIRWAVE TECHNOLOGIES INC.
7410,00-0D-CA,Tait Electronics
7411,00-0D-CF,Cidra Corp.
7412,00-0E-28,Dynamic Ratings P/L
7413,00-0E-22,Private
7414,00-0E-21,MTU Friedrichshafen GmbH
7415,00-0E-15,Tadlys LTD
7416,00-0E-1C,Hach Company
7417,00-0E-0D,Hesch Schröder GmbH
7418,00-0E-10,"C-guys, Inc."
7419,00-0D-F5,Teletronics International Inc.
7420,00-0D-FC,ITFOR Inc.
7421,00-0E-01,ASIP Technologies Inc.
7422,00-0C-F0,M & N GmbH
7423,00-0C-F5,InfoExpress
7424,00-0C-E0,Trek Diagnostics Inc.
7425,00-0C-E4,"NeuroCom International, Inc."
7426,00-0C-E9,BLOOMBERG L.P.
7427,00-0C-CE,"Cisco Systems, Inc"
7428,00-0C-D4,Positron Public Safety Systems inc.
7429,00-0C-CD,IEC - TC57
7430,00-0D-15,Voipac s.r.o.
7431,00-0D-16,UHS Systems Pty Ltd
7432,00-0D-1B,"Kyoto Electronics Manufacturing Co., Ltd."
7433,00-0D-0F,Finlux Ltd
7434,00-0D-03,"Matrics, Inc."
7435,00-0D-08,"AboveCable, Inc."
7436,00-0C-FC,S2io Technologies Corp
7437,00-0C-F6,Sitecom Europe BV
7438,00-0D-A3,Emerging Technologies Limited
7439,00-0D-9C,Elan GmbH & Co KG
7440,00-0D-96,Vtera Technology Inc.
7441,00-0D-95,"Opti-cell, Inc."
7442,00-0D-90,Factum Electronics AB
7443,00-0D-89,Bils Technology Inc
7444,00-0D-80,Online Development Inc
7445,00-0D-C9,THALES Elektronik Systeme GmbH
7446,00-0D-C3,"First Communication, Inc."
7447,00-0D-BC,"Cisco Systems, Inc"
7448,00-0D-B7,"SANKO ELECTRIC CO,.LTD"
7449,00-0D-B0,"Olym-tech Co.,Ltd."
7450,00-0D-A8,Teletronics Technology Corporation
7451,00-0D-41,Siemens AG ICM MP UC RD IT KLF1
7452,00-0D-3A,Microsoft Corp.
7453,00-0D-35,PAC International Ltd
7454,00-0D-2E,Matsushita Avionics Systems Corporation
7455,00-0D-28,"Cisco Systems, Inc"
7456,00-0D-22,Unitronics LTD
7457,00-0D-27,MICROPLEX Printware AG
7458,00-0C-21,"Faculty of Science and Technology, Keio University"
7459,00-0C-11,"NIPPON DEMPA CO.,LTD."
7460,00-0C-10,PNI Corporation
7461,00-0C-12,Micro-Optronic-Messtechnik GmbH
7462,00-0C-17,AJA Video Systems Inc
7463,00-0C-04,Tecnova
7464,00-0C-0B,Broadbus Technologies
7465,00-0B-F8,Infinera
7466,00-0B-FF,Berkeley Camera Engineering
7467,00-0B-EC,"NIPPON ELECTRIC INSTRUMENT, INC."
7468,00-0B-B8,Kihoku Electronic Co.
7469,00-0B-BD,Connexionz Limited
7470,00-0B-AD,PC-PoS Inc.
7471,00-0B-A0,T&L Information Inc.
7472,00-0B-A7,Maranti Networks
7473,00-0B-AC,3Com Ltd
7474,00-0B-93,Ritter Elektronik
7475,00-0B-98,NiceTechVision
7476,00-0B-9B,"Sirius System Co, Ltd."
7477,00-0B-8C,Flextronics
7478,00-0B-F1,LAP Laser Applikations
7479,00-0B-DF,Shenzhen RouterD Networks Limited
7480,00-0B-DE,TELDIX GmbH
7481,00-0B-E0,SercoNet Ltd.
7482,00-0B-E5,HIMS International Corporation
7483,00-0B-D9,General Hydrogen
7484,00-0B-AE,Vitals System Inc.
7485,00-0B-D0,XiMeta Technology Americas Inc.
7486,00-0B-D5,"Nvergence, Inc."
7487,00-0B-C4,BIOTRONIK GmbH & Co
7488,00-0B-C9,Electroline Equipment
7489,00-0B-B1,"Super Star Technology Co., Ltd."
7490,00-0B-B6,Metalligence Technology Corp.
7491,00-0B-79,"X-COM, Inc."
7492,00-0B-80,Lycium Networks
7493,00-0B-87,American Reliance Inc.
7494,00-0B-6D,SOLECTRON JAPAN NAKANIIDA
7495,00-0B-74,"Kingwave Technology Co., Ltd."
7496,00-0B-67,Topview Technology Corporation
7497,00-0B-61,Friedrich Lütze GmbH & Co. KG
7498,00-0B-66,Teralink Communications
7499,00-0B-68,Addvalue Communications Pte Ltd
7500,00-0B-58,Astronautics C.A  LTD
7501,00-0B-50,Oxygnet
7502,00-0B-44,Concord IDea Corp.
7503,00-0B-49,RF-Link System Inc.
7504,00-0B-4B,VISIOWAVE SA
7505,00-0B-31,"Yantai ZhiYang Scientific and technology industry CO., LTD"
7506,00-0B-3D,CONTAL OK Ltd.
7507,00-0B-38,Knürr GmbH
7508,00-0B-2A,"HOWTEL Co., Ltd."
7509,00-0B-2C,Eiki Industrial Co. Ltd.
7510,00-0C-97,NV ADB TTV Technologies SA
7511,00-0C-9C,Chongho information & communications
7512,00-0C-9E,MemoryLink Corp.
7513,00-0C-89,"AC Electric Vehicles, Ltd."
7514,00-0C-8B,Connect Tech Inc
7515,00-0C-90,Octasic Inc.
7516,00-0C-84,"Eazix, Inc."
7517,00-0C-75,Oriental integrated electronics. LTD
7518,00-0C-77,Life Racing Ltd
7519,00-0C-7C,Internet Information Image Inc.
7520,00-0C-43,"Ralink Technology, Corp."
7521,00-0C-45,Animation Technologies Inc.
7522,00-0C-3C,"MediaChorus, Inc."
7523,00-0C-32,Avionic Design Development GmbH
7524,00-0C-35,KaVo Dental GmbH & Co. KG
7525,00-0C-2B,"ELIAS Technology, Inc."
7526,00-0C-28,RIFATRON
7527,00-0C-1C,"MicroWeb Co., Ltd."
7528,00-0C-64,X2 MSA Group
7529,00-0C-69,National Radio Astronomy Observatory
7530,00-0C-70,ACC GmbH
7531,00-0C-51,Scientific Technologies Inc.
7532,00-0C-56,Megatel Computer (1986) Corp.
7533,00-0C-58,M&S Systems
7534,00-0C-5D,CHIC TECHNOLOGY (CHINA) CORP.
7535,00-0C-4A,Cygnus Microsystems (P) Limited
7536,00-0C-C8,"Xytronix Research & Design, Inc."
7537,00-0C-BB,ISKRAEMECO
7538,00-0C-B5,"Premier Technolgies, Inc"
7539,00-0C-BC,Iscutum
7540,00-0C-A3,"Rancho Technology, Inc."
7541,00-0C-AA,Cubic Transportation Systems Inc
7542,00-0A-38,Apani Networks
7543,00-0A-3F,Data East Corporation
7544,00-0A-44,Avery Dennison Deutschland GmbH
7545,00-0A-46,ARO WELDING TECHNOLOGIES SAS
7546,00-0A-33,Emulex Corporation
7547,00-0A-31,HCV Consulting
7548,00-0A-2C,Active Tchnology Corporation
7549,00-42-52,RLX Technologies
7550,00-0A-2A,QSI Systems Inc.
7551,00-0A-1E,Red-M Products Limited
7552,00-0A-23,Parama Networks Inc
7553,00-0A-17,"NESTAR COMMUNICATIONS, INC"
7554,00-0A-1C,"Bridge Information Co., Ltd."
7555,00-0B-19,"Vernier Networks, Inc."
7556,00-0B-1E,KAPPA opto-electronics GmbH
7557,00-0B-25,Aeluros
7558,00-0B-17,MKS Instruments
7559,00-0B-12,"NURI Telecom Co., Ltd."
7560,00-0B-0B,Corrent Corporation
7561,00-0A-FA,Traverse Technologies Australia
7562,00-0A-FF,Kilchherr Elektronik AG
7563,00-0A-F3,"Cisco Systems, Inc"
7564,00-0A-F8,American Telecare Inc.
7565,00-0A-EE,GCD Hard- & Software GmbH
7566,00-0A-06,Teledex LLC
7567,00-0A-09,"TaraCom Integrated Products, Inc."
7568,00-0A-0B,"Sealevel Systems, Inc."
7569,00-0A-10,FAST media integrations AG
7570,00-09-F7,"SED, a division of Calian"
7571,00-0A-01,"SOHOware, Inc."
7572,00-09-E9,"Cisco Systems, Inc"
7573,00-09-F0,Shimizu Technology Inc.
7574,00-09-EA,YEM Inc.
7575,00-09-E4,K Tech Infosystem Inc.
7576,00-09-D8,Fält Communications AB
7577,00-09-DD,Mavin Technology Inc.
7578,00-09-B1,"Kanematsu Electronics, Ltd."
7579,00-09-A3,Leadfly Techologies Corp. Ltd.
7580,00-09-AA,"Data Comm for Business, Inc."
7581,00-09-A4,HARTEC Corporation
7582,00-09-9E,"Testech, Inc."
7583,00-09-92,"InterEpoch Technology,INC."
7584,00-09-91,"GE Fanuc Automation Manufacturing, Inc."
7585,00-09-8B,"Entropic Communications, Inc."
7586,00-0A-B0,LOYTEC electronics GmbH
7587,00-0A-B7,"Cisco Systems, Inc"
7588,00-0A-A4,"SHANGHAI SURVEILLANCE TECHNOLOGY CO,LTD"
7589,00-0A-A9,Brooks Automation GmbH
7590,00-0A-91,HemoCue AB
7591,00-0A-9D,King Young Technology Co. Ltd.
7592,00-0A-8C,Guardware Systems Ltd.
7593,00-0A-97,"SONICblue, Inc."
7594,00-0A-7D,"Valo, Inc."
7595,00-0A-84,"Rainsun Enterprise Co., Ltd."
7596,00-0A-89,"Creval Systems, Inc."
7597,00-09-D7,DC Security Products
7598,00-09-CA,iMaxNetworks(Shenzhen)Limited.
7599,00-09-D1,SERANOA NETWORKS INC
7600,00-09-C5,KINGENE Technology Corporation
7601,00-09-BD,"Epygi Technologies, Ltd."
7602,00-09-B6,"Cisco Systems, Inc"
7603,00-09-7F,Vsecure 2000 LTD.
7604,00-09-84,MyCasa Network Inc.
7605,00-09-71,"Time Management, Inc."
7606,00-09-78,"AIJI System Co., Ltd."
7607,00-09-72,"Securebase,Inc"
7608,00-09-6C,Imedia Semiconductor Corp.
7609,00-09-65,"HyunJu Computer Co., Ltd."
7610,00-09-60,YOZAN Inc.
7611,00-09-56,"Network Systems Group, Ltd. (NSG)"
7612,00-09-55,Young Generation International Corp.
7613,00-0A-E9,AirVast Technology Inc.
7614,00-0A-DD,Allworx Corp.
7615,00-0A-E2,"Binatone Electronics International, Ltd"
7616,00-0A-CA,"YOKOYAMA SHOKAI CO.,Ltd."
7617,00-0A-CF,PROVIDEO Multimedia Co. Ltd.
7618,00-0A-D6,BeamReach Networks
7619,00-0A-BC,Seabridge Ltd.
7620,00-0A-BE,"OPNET Technologies CO., LTD."
7621,00-0A-C3,"eM Technics Co., Ltd."
7622,00-0A-78,OLITEC
7623,00-0A-71,"Avrio Technologies, Inc"
7624,00-0A-76,"Beida Jade Bird Huaguang Technology Co.,Ltd"
7625,00-0A-63,DHD GmbH
7626,00-0A-65,"GentechMedia.co.,ltd."
7627,00-0A-6A,SVM Microwaves s.r.o.
7628,00-0A-52,AsiaRF Ltd.
7629,00-0A-4B,"DataPower Technology, Inc."
7630,00-07-5A,"Air Products and Chemicals, Inc."
7631,00-07-54,"Xyterra Computing, Inc."
7632,00-07-4E,IPFRONT Inc
7633,00-07-4D,Zebra Technologies Corp.
7634,00-07-42,Ormazabal
7635,00-07-48,The Imaging Source Europe
7636,00-07-36,"Data Video Technologies Co., Ltd."
7637,00-07-3D,"Nanjing Postel Telecommunications Co., Ltd."
7638,00-07-3C,Telecom Design
7639,00-07-2A,Innovance Networks
7640,00-07-2F,"Intransa, Inc."
7641,00-07-30,"Hutchison OPTEL Telecom Technology Co., Ltd."
7642,00-07-25,Bematech International Corp.
7643,00-08-18,"Pixelworks, Inc."
7644,00-08-12,GM-2 Corporation
7645,00-08-11,VOIX Corporation
7646,00-08-0B,Birka BPA Informationssystem AB
7647,00-08-05,Techno-Holon Corporation
7648,00-08-0C,VDA Elettronica spa
7649,00-07-FB,Giga Stream UMTS Technologies GmbH
7650,00-07-F5,Bridgeco Co AG
7651,00-07-E8,EdgeWave
7652,00-07-EF,Lockheed Martin Tactical Systems
7653,00-07-E2,"Bitworks, Inc."
7654,00-07-D6,Commil Ltd.
7655,00-07-DC,"Atek Co, Ltd."
7656,00-09-23,"Heaman System Co., Ltd"
7657,00-09-1D,Proteam Computer Corporation
