Time,SrcIP,SrcPort,DstIP,DstPort,PacketSIZE,Session_id
2018-01-03 23:00:02,132.214.243.231,1441,192.168.0.19,137,252.0,48049
2018-01-03 23:15:01,192.168.0.19,208,132.214.243.231,1281,51.0,36059
2018-01-03 23:15:02,132.214.243.231,1281,192.168.0.19,208,251.0,36059
2018-01-03 23:30:01,192.168.0.19,165,132.214.243.231,1675,56.0,62276
2018-01-03 23:30:02,132.214.243.231,1675,192.168.0.19,165,248.0,62276
2018-01-03 23:45:01,192.168.0.19,102,132.214.243.231,1667,41.0,19934
2018-01-03 23:45:02,132.214.243.231,1667,192.168.0.19,102,257.0,19934
2018-01-04 00:00:01,192.168.0.19,166,132.214.243.231,1738,50.0,60794
2018-01-04 00:00:02,132.214.243.231,1738,192.168.0.19,166,249.0,60794
2018-01-04 00:15:01,192.168.0.19,179,132.214.243.231,1611,48.0,36308
2018-01-04 00:15:02,132.214.243.231,1611,192.168.0.19,179,247.0,36308
2018-01-04 00:30:01,192.168.0.19,130,132.214.243.231,1619,53.0,63734
2018-01-04 00:30:02,132.214.243.231,1619,192.168.0.19,130,248.0,63734
2018-01-04 00:45:01,192.168.0.19,154,132.214.243.231,1729,60.0,34562
2018-01-04 00:45:02,132.214.243.231,1729,192.168.0.19,154,249.0,34562
2018-01-04 01:00:01,192.168.0.19,130,132.214.243.231,1354,47.0,63961
2018-01-04 01:00:02,132.214.243.231,1354,192.168.0.19,130,252.0,63961
2018-01-04 01:15:01,192.168.0.19,171,132.214.243.231,1028,51.0,43612
2018-01-04 01:15:02,132.214.243.231,1028,192.168.0.19,171,251.0,43612
2018-01-04 01:30:01,192.168.0.19,151,132.214.243.231,1720,40.0,15396
2018-01-04 01:30:02,132.214.243.231,1720,192.168.0.19,151,248.0,15396
2018-01-04 01:45:01,192.168.0.19,200,132.214.243.231,1001,51.0,27467
2018-01-04 01:45:02,132.214.243.231,1001,192.168.0.19,200,252.0,27467
2018-01-04 02:00:01,192.168.0.19,174,132.214.243.231,1261,48.0,52865
2018-01-04 02:00:02,132.214.243.231,1261,192.168.0.19,174,246.0,52865
2018-01-04 02:15:01,192.168.0.19,157,132.214.243.231,1439,51.0,2957
2018-01-04 02:15:02,132.214.243.231,1439,192.168.0.19,157,256.0,2957
2018-01-04 02:30:01,192.168.0.19,120,132.214.243.231,1516,47.0,22995
2018-01-04 02:30:02,132.214.243.231,1516,192.168.0.19,120,257.0,22995
2018-01-04 02:45:01,192.168.0.19,130,132.214.243.231,1645,54.0,55864
2018-01-04 02:45:02,132.214.243.231,1645,192.168.0.19,130,247.0,55864
2018-01-04 03:00:01,192.168.0.19,129,132.214.243.231,1392,46.0,54702
2018-01-04 03:00:02,132.214.243.231,1392,192.168.0.19,129,250.0,54702
2018-01-04 03:15:01,192.168.0.19,150,132.214.243.231,1245,48.0,5759
2018-01-04 03:15:02,132.214.243.231,1245,192.168.0.19,150,253.0,5759
2018-01-04 03:30:01,192.168.0.19,197,132.214.243.231,1711,51.0,105
2018-01-04 03:30:02,132.214.243.231,1711,192.168.0.19,197,251.0,105
2018-01-04 03:45:01,192.168.0.19,208,132.214.243.231,1183,51.0,1046
2018-01-04 03:45:02,132.214.243.231,1183,192.168.0.19,208,251.0,1046
2018-01-04 04:00:01,192.168.0.19,206,132.214.243.231,1877,53.0,2296
2018-01-04 04:00:02,132.214.243.231,1877,192.168.0.19,206,249.0,2296
2018-01-04 04:15:01,192.168.0.19,151,132.214.243.231,1667,53.0,55553
2018-01-04 04:15:02,132.214.243.231,1667,192.168.0.19,151,244.0,55553
2018-01-04 04:30:01,192.168.0.19,182,132.214.243.231,1195,52.0,48784
2018-01-04 04:30:02,132.214.243.231,1195,192.168.0.19,182,248.0,48784
2018-01-04 04:45:01,192.168.0.19,199,132.214.243.231,1353,44.0,32842
2018-01-04 04:45:02,132.214.243.231,1353,192.168.0.19,199,247.0,32842
2018-01-04 05:00:01,192.168.0.19,213,132.214.243.231,1600,48.0,62099
2018-01-04 05:00:02,132.214.243.231,1600,192.168.0.19,213,247.0,62099
2018-01-04 05:15:01,192.168.0.19,213,132.214.243.231,1575,49.0,25902
2018-01-04 05:15:02,132.214.243.231,1575,192.168.0.19,213,257.0,25902
2018-01-04 05:30:01,192.168.0.19,224,132.214.243.231,1742,51.0,18111
2018-01-04 05:30:02,132.214.243.231,1742,192.168.0.19,224,253.0,18111
2018-01-04 05:45:01,192.168.0.19,161,132.214.243.231,1765,56.0,64474
2018-01-04 05:45:02,132.214.243.231,1765,192.168.0.19,161,251.0,64474
2018-01-04 06:00:01,192.168.0.19,172,132.214.243.231,1013,45.0,13586
2018-01-04 06:00:02,132.214.243.231,1013,192.168.0.19,172,248.0,13586
2018-01-04 06:15:01,192.168.0.19,158,132.214.243.231,1859,54.0,7113
2018-01-04 06:15:02,132.214.243.231,1859,192.168.0.19,158,245.0,7113
2018-01-04 06:30:01,192.168.0.19,174,132.214.243.231,1698,48.0,48398
2018-01-04 06:30:02,132.214.243.231,1698,192.168.0.19,174,252.0,48398
2018-01-04 06:45:01,192.168.0.19,183,132.214.243.231,1206,50.0,12494
2018-01-04 06:45:02,132.214.243.231,1206,192.168.0.19,183,249.0,12494
2018-01-04 07:00:01,192.168.0.19,144,132.214.243.231,1226,51.0,38066
2018-01-04 07:00:02,132.214.243.231,1226,192.168.0.19,144,251.0,38066
2018-01-04 07:15:01,192.168.0.19,140,132.214.243.231,1559,41.0,40524
2018-01-04 07:15:02,132.214.243.231,1559,192.168.0.19,140,244.0,40524
2018-01-04 07:30:01,192.168.0.19,111,132.214.243.231,1680,51.0,10508
2018-01-04 07:30:02,132.214.243.231,1680,192.168.0.19,111,253.0,10508
2018-01-04 07:45:01,192.168.0.19,189,132.214.243.231,1235,51.0,26610
2018-01-04 07:45:02,132.214.243.231,1235,192.168.0.19,189,247.0,26610
2018-01-04 08:00:01,192.168.0.19,171,132.214.243.231,1721,46.0,29276
2018-01-04 08:00:02,132.214.243.231,1721,192.168.0.19,171,249.0,29276
2018-01-04 08:15:01,192.168.0.19,144,132.214.243.231,1469,52.0,51614
2018-01-04 08:15:02,132.214.243.231,1469,192.168.0.19,144,254.0,51614
2018-01-04 08:30:01,192.168.0.19,220,132.214.243.231,1091,46.0,38623
2018-01-04 08:30:02,132.214.243.231,1091,192.168.0.19,220,254.0,38623
2018-01-04 08:45:01,192.168.0.19,103,132.214.243.231,1807,53.0,736
2018-01-04 08:45:02,132.214.243.231,1807,192.168.0.19,103,256.0,736
2018-01-04 09:00:01,192.168.0.19,193,132.214.243.231,1079,51.0,19739
2018-01-04 09:00:02,132.214.243.231,1079,192.168.0.19,193,249.0,19739
2018-01-04 09:15:01,192.168.0.19,227,132.214.243.231,1301,50.0,51764
2018-01-04 09:15:02,132.214.243.231,1301,192.168.0.19,227,243.0,51764
2018-01-04 09:30:01,192.168.0.19,132,132.214.243.231,1026,46.0,37482
2018-01-04 09:30:02,132.214.243.231,1026,192.168.0.19,132,252.0,37482
2018-01-04 09:45:01,192.168.0.19,112,132.214.243.231,1059,49.0,8795
2018-01-04 09:45:02,132.214.243.231,1059,192.168.0.19,112,246.0,8795
2018-01-04 10:00:01,192.168.0.19,125,132.214.243.231,1204,47.0,52151
2018-01-04 10:00:02,132.214.243.231,1204,192.168.0.19,125,258.0,52151
2018-01-04 10:15:01,192.168.0.19,125,132.214.243.231,1588,52.0,52597
2018-01-04 10:15:02,132.214.243.231,1588,192.168.0.19,125,256.0,52597
2018-01-04 10:30:01,192.168.0.19,219,132.214.243.231,1398,46.0,21965
2018-01-04 10:30:02,132.214.243.231,1398,192.168.0.19,219,250.0,21965
2018-01-04 10:45:01,192.168.0.19,204,132.214.243.231,1582,59.0,9261
2018-01-04 10:45:02,132.214.243.231,1582,192.168.0.19,204,248.0,9261
2018-01-04 11:00:01,192.168.0.19,199,132.214.243.231,1621,49.0,30068
2018-01-04 11:00:02,132.214.243.231,1621,192.168.0.19,199,245.0,30068
2018-01-04 11:15:01,192.168.0.19,143,132.214.243.231,1240,53.0,8660
2018-01-04 11:15:02,132.214.243.231,1240,192.168.0.19,143,249.0,8660
2018-01-04 11:30:01,192.168.0.19,118,132.214.243.231,1123,51.0,62064
2018-01-04 11:30:02,132.214.243.231,1123,192.168.0.19,118,253.0,62064
2018-01-04 11:45:01,192.168.0.19,194,132.214.243.231,1770,54.0,56106
2018-01-04 11:45:02,132.214.243.231,1770,192.168.0.19,194,249.0,56106
2018-01-04 12:00:01,192.168.0.19,116,132.214.243.231,1386,47.0,39170
2018-01-04 12:00:02,132.214.243.231,1386,192.168.0.19,116,244.0,39170
2018-01-04 12:15:01,192.168.0.19,193,132.214.243.231,1504,45.0,28385
2018-01-04 12:15:02,132.214.243.231,1504,192.168.0.19,193,256.0,28385
2018-01-04 12:30:01,192.168.0.19,152,132.214.243.231,1629,49.0,6132
2018-01-04 12:30:02,132.214.243.231,1629,192.168.0.19,152,242.0,6132
2018-01-04 12:45:01,192.168.0.19,198,132.214.243.231,1365,56.0,34879
2018-01-04 12:45:02,132.214.243.231,1365,192.168.0.19,198,254.0,34879
2018-01-04 13:00:01,192.168.0.19,157,132.214.243.231,1891,48.0,20077
2018-01-04 13:00:02,132.214.243.231,1891,192.168.0.19,157,244.0,20077
2018-01-04 13:15:01,192.168.0.19,219,132.214.243.231,1058,49.0,27893
2018-01-04 13:15:02,132.214.243.231,1058,192.168.0.19,219,246.0,27893
2018-01-04 13:30:01,192.168.0.19,222,132.214.243.231,1818,48.0,31266
2018-01-04 13:30:02,132.214.243.231,1818,192.168.0.19,222,257.0,31266
2018-01-04 13:45:01,192.168.0.19,121,132.214.243.231,1171,50.0,28273
2018-01-04 13:45:02,132.214.243.231,1171,192.168.0.19,121,255.0,28273
2018-01-04 14:00:01,192.168.0.19,209,132.214.243.231,1662,49.0,2625
2018-01-04 14:00:02,132.214.243.231,1662,192.168.0.19,209,247.0,2625
2018-01-04 14:15:01,192.168.0.19,164,132.214.243.231,1121,49.0,40328
2018-01-04 14:15:02,132.214.243.231,1121,192.168.0.19,164,255.0,40328
2018-01-04 14:30:01,192.168.0.19,204,132.214.243.231,1869,50.0,34424
2018-01-04 14:30:02,132.214.243.231,1869,192.168.0.19,204,252.0,34424
2018-01-04 14:45:01,192.168.0.19,126,132.214.243.231,1084,46.0,54363
2018-01-04 14:45:02,132.214.243.231,1084,192.168.0.19,126,251.0,54363
2018-01-04 15:00:01,192.168.0.19,184,132.214.243.231,1852,52.0,3902
2018-01-04 15:00:02,132.214.243.231,1852,192.168.0.19,184,246.0,3902
2018-01-04 15:15:01,192.168.0.19,111,132.214.243.231,1878,47.0,29159
2018-01-04 15:15:02,132.214.243.231,1878,192.168.0.19,111,251.0,29159
2018-01-04 15:30:01,192.168.0.19,190,132.214.243.231,1547,48.0,61768
2018-01-04 15:30:02,132.214.243.231,1547,192.168.0.19,190,247.0,61768
2018-01-04 15:45:01,192.168.0.19,106,132.214.243.231,1849,50.0,45312
2018-01-04 15:45:02,132.214.243.231,1849,192.168.0.19,106,256.0,45312
2018-01-04 16:00:01,192.168.0.19,144,132.214.243.231,1119,53.0,7954
2018-01-04 16:00:02,132.214.243.231,1119,192.168.0.19,144,248.0,7954
2018-01-04 16:15:01,192.168.0.19,214,132.214.243.231,1376,44.0,32784
2018-01-04 16:15:02,132.214.243.231,1376,192.168.0.19,214,248.0,32784
2018-01-04 16:30:01,192.168.0.19,153,132.214.243.231,1333,51.0,48201
2018-01-04 16:30:02,132.214.243.231,1333,192.168.0.19,153,247.0,48201
2018-01-04 16:45:01,192.168.0.19,203,132.214.243.231,1858,44.0,30046
2018-01-04 16:45:02,132.214.243.231,1858,192.168.0.19,203,252.0,30046
2018-01-04 17:00:01,192.168.0.19,180,132.214.243.231,1132,55.0,64091
2018-01-04 17:00:02,132.214.243.231,1132,192.168.0.19,180,251.0,64091
2018-01-04 17:15:01,192.168.0.19,121,132.214.243.231,1365,56.0,22301
2018-01-04 17:15:02,132.214.243.231,1365,192.168.0.19,121,249.0,22301
2018-01-04 17:30:01,192.168.0.19,186,132.214.243.231,1878,49.0,35268
2018-01-04 17:30:02,132.214.243.231,1878,192.168.0.19,186,247.0,35268
2018-01-04 17:45:01,192.168.0.19,206,132.214.243.231,1761,47.0,38389
2018-01-04 17:45:02,132.214.243.231,1761,192.168.0.19,206,247.0,38389
2018-01-04 18:00:01,192.168.0.19,158,132.214.243.231,1742,47.0,30799
2018-01-04 18:00:02,132.214.243.231,1742,192.168.0.19,158,247.0,30799
2018-01-04 18:15:01,192.168.0.19,193,132.214.243.231,1881,59.0,49593
2018-01-04 18:15:02,132.214.243.231,1881,192.168.0.19,193,249.0,49593
2018-01-04 18:30:01,192.168.0.19,175,132.214.243.231,1394,49.0,12279
2018-01-04 18:30:02,132.214.243.231,1394,192.168.0.19,175,248.0,12279
2018-01-04 18:45:01,192.168.0.19,146,132.214.243.231,1397,56.0,1933
2018-01-04 18:45:02,132.214.243.231,1397,192.168.0.19,146,251.0,1933
2018-01-04 19:00:01,192.168.0.19,182,132.214.243.231,1673,43.0,27610
2018-01-04 19:00:02,132.214.243.231,1673,192.168.0.19,182,250.0,27610
2018-01-04 19:15:01,192.168.0.19,197,132.214.243.231,1504,46.0,45258
2018-01-04 19:15:02,132.214.243.231,1504,192.168.0.19,197,253.0,45258
2018-01-04 19:30:01,192.168.0.19,176,132.214.243.231,1255,54.0,26287
2018-01-04 19:30:02,132.214.243.231,1255,192.168.0.19,176,243.0,26287
2018-01-04 19:45:01,192.168.0.19,130,132.214.243.231,1414,53.0,11506
2018-01-04 19:45:02,132.214.243.231,1414,192.168.0.19,130,256.0,11506
2018-01-04 20:00:01,192.168.0.19,136,132.214.243.231,1218,47.0,63258
2018-01-04 20:00:02,132.214.243.231,1218,192.168.0.19,136,248.0,63258
2018-01-04 20:15:01,192.168.0.19,173,132.214.243.231,1315,54.0,58463
2018-01-04 20:15:02,132.214.243.231,1315,192.168.0.19,173,255.0,58463
2018-01-04 20:30:01,192.168.0.19,148,132.214.243.231,1099,51.0,24656
2018-01-04 20:30:02,132.214.243.231,1099,192.168.0.19,148,249.0,24656
2018-01-04 20:45:01,192.168.0.19,212,132.214.243.231,1518,48.0,5701
2018-01-04 20:45:02,132.214.243.231,1518,192.168.0.19,212,252.0,5701
2018-01-04 21:00:01,192.168.0.19,128,132.214.243.231,1516,54.0,60495
2018-01-04 21:00:02,132.214.243.231,1516,192.168.0.19,128,253.0,60495
2018-01-04 21:15:01,192.168.0.19,223,132.214.243.231,1057,57.0,758
2018-01-04 21:15:02,132.214.243.231,1057,192.168.0.19,223,250.0,758
2018-01-04 21:30:01,192.168.0.19,127,132.214.243.231,1671,45.0,6457
2018-01-04 21:30:02,132.214.243.231,1671,192.168.0.19,127,253.0,6457
2018-01-04 21:45:01,192.168.0.19,208,132.214.243.231,1556,45.0,28879
2018-01-04 21:45:02,132.214.243.231,1556,192.168.0.19,208,251.0,28879
2018-01-04 22:00:01,192.168.0.19,169,132.214.243.231,1669,52.0,22150
2018-01-04 22:00:02,132.214.243.231,1669,192.168.0.19,169,259.0,22150
2018-01-04 22:15:01,192.168.0.19,191,132.214.243.231,1420,55.0,19785
2018-01-04 22:15:02,132.214.243.231,1420,192.168.0.19,191,244.0,19785
2018-01-04 22:30:01,192.168.0.19,127,132.214.243.231,1231,54.0,53997
2018-01-04 22:30:02,132.214.243.231,1231,192.168.0.19,127,254.0,53997
2018-01-04 22:45:01,192.168.0.19,133,132.214.243.231,1030,42.0,58490
2018-01-04 22:45:02,132.214.243.231,1030,192.168.0.19,133,250.0,58490
2018-01-04 23:00:01,192.168.0.19,101,132.214.243.231,1440,42.0,34738
2018-01-04 23:00:02,132.214.243.231,1440,192.168.0.19,101,249.0,34738
2018-01-04 23:15:01,192.168.0.19,180,132.214.243.231,1761,48.0,43853
2018-01-04 23:15:02,132.214.243.231,1761,192.168.0.19,180,253.0,43853
2018-01-04 23:30:01,192.168.0.19,168,132.214.243.231,1417,47.0,13486
2018-01-04 23:30:02,132.214.243.231,1417,192.168.0.19,168,254.0,13486
2018-01-04 23:45:01,192.168.0.19,118,132.214.243.231,1872,46.0,16237
2018-01-04 23:45:02,132.214.243.231,1872,192.168.0.19,118,251.0,16237
2018-01-05 00:00:01,192.168.0.19,163,132.214.243.231,1032,51.0,29393
2018-01-05 00:00:02,132.214.243.231,1032,192.168.0.19,163,258.0,29393
2018-01-05 00:15:01,192.168.0.19,188,132.214.243.231,1612,56.0,13768
2018-01-05 00:15:02,132.214.243.231,1612,192.168.0.19,188,244.0,13768
2018-01-05 00:30:01,192.168.0.19,188,132.214.243.231,1383,53.0,7745
2018-01-05 00:30:02,132.214.243.231,1383,192.168.0.19,188,247.0,7745
2018-01-05 00:45:01,192.168.0.19,129,132.214.243.231,1706,41.0,22646
2018-01-05 00:45:02,132.214.243.231,1706,192.168.0.19,129,250.0,22646
2018-01-05 01:00:01,192.168.0.19,215,132.214.243.231,1632,54.0,1899
2018-01-05 01:00:02,132.214.243.231,1632,192.168.0.19,215,252.0,1899
2018-01-05 01:15:01,192.168.0.19,127,132.214.243.231,1365,50.0,13385
2018-01-05 01:15:02,132.214.243.231,1365,192.168.0.19,127,256.0,13385
2018-01-05 01:30:01,192.168.0.19,194,132.214.243.231,1694,49.0,43479
2018-01-05 01:30:02,132.214.243.231,1694,192.168.0.19,194,248.0,43479
2018-01-05 01:45:01,192.168.0.19,206,132.214.243.231,1547,42.0,38692
2018-01-05 01:45:02,132.214.243.231,1547,192.168.0.19,206,250.0,38692
2018-01-05 02:00:01,192.168.0.19,212,132.214.243.231,1877,45.0,5618
2018-01-05 02:00:02,132.214.243.231,1877,192.168.0.19,212,252.0,5618
2018-01-05 02:15:01,192.168.0.19,142,132.214.243.231,1729,49.0,30806
2018-01-05 02:15:02,132.214.243.231,1729,192.168.0.19,142,245.0,30806
2018-01-05 02:30:01,192.168.0.19,175,132.214.243.231,1347,44.0,21159
2018-01-05 02:30:02,132.214.243.231,1347,192.168.0.19,175,244.0,21159
2018-01-05 02:45:01,192.168.0.19,107,132.214.243.231,1189,52.0,13834
2018-01-05 02:45:02,132.214.243.231,1189,192.168.0.19,107,257.0,13834
2018-01-05 03:00:01,192.168.0.19,199,132.214.243.231,1121,46.0,3273
2018-01-05 03:00:02,132.214.243.231,1121,192.168.0.19,199,247.0,3273
2018-01-05 03:15:01,192.168.0.19,204,132.214.243.231,1010,54.0,11777
2018-01-05 03:15:02,132.214.243.231,1010,192.168.0.19,204,252.0,11777
2018-01-05 03:30:01,192.168.0.19,159,132.214.243.231,1661,52.0,10865
2018-01-05 03:30:02,132.214.243.231,1661,192.168.0.19,159,240.0,10865
2018-01-05 03:45:01,192.168.0.19,117,132.214.243.231,1159,55.0,43846
2018-01-05 03:45:02,132.214.243.231,1159,192.168.0.19,117,257.0,43846
2018-01-05 04:00:01,192.168.0.19,142,132.214.243.231,1198,49.0,2404
2018-01-05 04:00:02,132.214.243.231,1198,192.168.0.19,142,251.0,2404
2018-01-05 04:15:01,192.168.0.19,130,132.214.243.231,1170,53.0,18628
2018-01-05 04:15:02,132.214.243.231,1170,192.168.0.19,130,246.0,18628
2018-01-05 04:30:01,192.168.0.19,109,132.214.243.231,1655,51.0,44521
2018-01-05 04:30:02,132.214.243.231,1655,192.168.0.19,109,245.0,44521
2018-01-05 04:45:01,192.168.0.19,180,132.214.243.231,1612,49.0,56792
2018-01-05 04:45:02,132.214.243.231,1612,192.168.0.19,180,250.0,56792
2018-01-05 05:00:01,192.168.0.19,163,132.214.243.231,1717,53.0,6814
2018-01-05 05:00:02,132.214.243.231,1717,192.168.0.19,163,250.0,6814
2018-01-05 05:15:01,192.168.0.19,129,132.214.243.231,1089,49.0,26619
2018-01-05 05:15:02,132.214.243.231,1089,192.168.0.19,129,262.0,26619
2018-01-05 05:30:01,192.168.0.19,102,132.214.243.231,1025,54.0,51715
2018-01-05 05:30:02,132.214.243.231,1025,192.168.0.19,102,240.0,51715
2018-01-05 05:45:01,192.168.0.19,123,132.214.243.231,1404,47.0,53300
2018-01-05 05:45:02,132.214.243.231,1404,192.168.0.19,123,255.0,53300
2018-01-05 06:00:01,192.168.0.19,101,132.214.243.231,1859,55.0,7256
2018-01-05 06:00:02,132.214.243.231,1859,192.168.0.19,101,251.0,7256
2018-01-05 06:15:01,192.168.0.19,125,132.214.243.231,1412,51.0,58374
2018-01-05 06:15:02,132.214.243.231,1412,192.168.0.19,125,247.0,58374
2018-01-05 06:30:01,192.168.0.19,211,132.214.243.231,1013,47.0,17146
2018-01-05 06:30:02,132.214.243.231,1013,192.168.0.19,211,245.0,17146
2018-01-05 06:45:01,192.168.0.19,108,132.214.243.231,1500,51.0,17876
2018-01-05 06:45:02,132.214.243.231,1500,192.168.0.19,108,253.0,17876
2018-01-05 07:00:01,192.168.0.19,108,132.214.243.231,1553,51.0,14636
2018-01-05 07:00:02,132.214.243.231,1553,192.168.0.19,108,251.0,14636
2018-01-05 07:15:01,192.168.0.19,181,132.214.243.231,1488,53.0,12709
2018-01-05 07:15:02,132.214.243.231,1488,192.168.0.19,181,246.0,12709
2018-01-05 07:30:01,192.168.0.19,170,132.214.243.231,1821,49.0,32550
2018-01-05 07:30:02,132.214.243.231,1821,192.168.0.19,170,249.0,32550
2018-01-05 07:45:01,192.168.0.19,112,132.214.243.231,1039,53.0,55362
2018-01-05 07:45:02,132.214.243.231,1039,192.168.0.19,112,249.0,55362
2018-01-05 08:00:01,192.168.0.19,165,132.214.243.231,1712,54.0,32144
2018-01-05 08:00:02,132.214.243.231,1712,192.168.0.19,165,252.0,32144
2018-01-05 08:15:01,192.168.0.19,219,132.214.243.231,1235,51.0,573
2018-01-05 08:15:02,132.214.243.231,1235,192.168.0.19,219,251.0,573
2018-01-05 08:30:01,192.168.0.19,227,132.214.243.231,1679,52.0,32808
2018-01-05 08:30:02,132.214.243.231,1679,192.168.0.19,227,258.0,32808
2018-01-05 08:45:01,192.168.0.19,159,132.214.243.231,1035,59.0,39910
2018-01-05 08:45:02,132.214.243.231,1035,192.168.0.19,159,244.0,39910
2018-01-05 09:00:01,192.168.0.19,171,132.214.243.231,1767,53.0,42620
2018-01-05 09:00:02,132.214.243.231,1767,192.168.0.19,171,246.0,42620
2018-01-05 09:15:01,192.168.0.19,135,132.214.243.231,1507,50.0,15557
2018-01-05 09:15:02,132.214.243.231,1507,192.168.0.19,135,253.0,15557
2018-01-05 09:30:01,192.168.0.19,115,132.214.243.231,1489,54.0,21627
2018-01-05 09:30:02,132.214.243.231,1489,192.168.0.19,115,251.0,21627
2018-01-05 09:45:01,192.168.0.19,228,132.214.243.231,1797,46.0,28935
2018-01-05 09:45:02,132.214.243.231,1797,192.168.0.19,228,245.0,28935
2018-01-05 10:00:01,192.168.0.19,200,132.214.243.231,1226,53.0,55902
2018-01-05 10:00:02,132.214.243.231,1226,192.168.0.19,200,252.0,55902
2018-01-05 10:15:01,192.168.0.19,192,132.214.243.231,1378,56.0,19406
2018-01-05 10:15:02,132.214.243.231,1378,192.168.0.19,192,256.0,19406
2018-01-05 10:30:01,192.168.0.19,109,132.214.243.231,1507,52.0,47768
2018-01-05 10:30:02,132.214.243.231,1507,192.168.0.19,109,256.0,47768
2018-01-05 10:45:01,192.168.0.19,178,132.214.243.231,1385,47.0,29660
2018-01-05 10:45:02,132.214.243.231,1385,192.168.0.19,178,252.0,29660
2018-01-05 11:00:01,192.168.0.19,218,132.214.243.231,1260,56.0,11859
2018-01-05 11:00:02,132.214.243.231,1260,192.168.0.19,218,253.0,11859
2018-01-05 11:15:01,192.168.0.19,219,132.214.243.231,1025,46.0,19168
2018-01-05 11:15:02,132.214.243.231,1025,192.168.0.19,219,252.0,19168
2018-01-05 11:30:01,192.168.0.19,139,132.214.243.231,1116,43.0,15224
2018-01-05 11:30:02,132.214.243.231,1116,192.168.0.19,139,252.0,15224
2018-01-05 11:45:01,192.168.0.19,167,132.214.243.231,1546,46.0,36359
2018-01-05 11:45:02,132.214.243.231,1546,192.168.0.19,167,253.0,36359
2018-01-05 12:00:01,192.168.0.19,108,132.214.243.231,1463,49.0,25023
2018-01-05 12:00:02,132.214.243.231,1463,192.168.0.19,108,257.0,25023
2018-01-05 12:15:01,192.168.0.19,122,132.214.243.231,1783,49.0,24722
2018-01-05 12:15:02,132.214.243.231,1783,192.168.0.19,122,246.0,24722
2018-01-05 12:30:01,192.168.0.19,102,132.214.243.231,1864,51.0,38923
2018-01-05 12:30:02,132.214.243.231,1864,192.168.0.19,102,252.0,38923
2018-01-05 12:45:01,192.168.0.19,197,132.214.243.231,1601,56.0,1019
2018-01-05 12:45:02,132.214.243.231,1601,192.168.0.19,197,253.0,1019
2018-01-05 13:00:01,192.168.0.19,157,132.214.243.231,1625,49.0,27606
2018-01-05 13:00:02,132.214.243.231,1625,192.168.0.19,157,250.0,27606
2018-01-05 13:15:01,192.168.0.19,197,132.214.243.231,1627,46.0,27302
2018-01-05 13:15:02,132.214.243.231,1627,192.168.0.19,197,254.0,27302
2018-01-05 13:30:01,192.168.0.19,186,132.214.243.231,1826,49.0,15596
2018-01-05 13:30:02,132.214.243.231,1826,192.168.0.19,186,253.0,15596
2018-01-05 13:45:01,192.168.0.19,220,132.214.243.231,1624,50.0,1840
2018-01-05 13:45:02,132.214.243.231,1624,192.168.0.19,220,243.0,1840
2018-01-05 14:00:01,192.168.0.19,185,132.214.243.231,1570,45.0,19786
2018-01-05 14:00:02,132.214.243.231,1570,192.168.0.19,185,244.0,19786
2018-01-05 14:15:01,192.168.0.19,105,132.214.243.231,1216,49.0,9713
2018-01-05 14:15:02,132.214.243.231,1216,192.168.0.19,105,249.0,9713
2018-01-05 14:30:01,192.168.0.19,106,132.214.243.231,1419,55.0,5592
2018-01-05 14:30:02,132.214.243.231,1419,192.168.0.19,106,251.0,5592
2018-01-05 14:45:01,192.168.0.19,139,132.214.243.231,1873,61.0,11064
2018-01-05 14:45:02,132.214.243.231,1873,192.168.0.19,139,249.0,11064
2018-01-05 15:00:01,192.168.0.19,201,132.214.243.231,1269,47.0,30135
2018-01-05 15:00:02,132.214.243.231,1269,192.168.0.19,201,244.0,30135
2018-01-05 15:15:01,192.168.0.19,114,132.214.243.231,1507,57.0,32203
2018-01-05 15:15:02,132.214.243.231,1507,192.168.0.19,114,247.0,32203
2018-01-05 15:30:01,192.168.0.19,114,132.214.243.231,1466,47.0,29133
2018-01-05 15:30:02,132.214.243.231,1466,192.168.0.19,114,243.0,29133
2018-01-05 15:45:01,192.168.0.19,156,132.214.243.231,1022,57.0,121
2018-01-05 15:45:02,132.214.243.231,1022,192.168.0.19,156,245.0,121
2018-01-05 16:00:01,192.168.0.19,200,132.214.243.231,1406,46.0,55763
2018-01-05 16:00:02,132.214.243.231,1406,192.168.0.19,200,246.0,55763
2018-01-05 16:15:01,192.168.0.19,180,132.214.243.231,1583,51.0,28120
2018-01-05 16:15:02,132.214.243.231,1583,192.168.0.19,180,252.0,28120
2018-01-05 16:30:01,192.168.0.19,118,132.214.243.231,1664,52.0,17240
2018-01-05 16:30:02,132.214.243.231,1664,192.168.0.19,118,251.0,17240
2018-01-05 16:45:01,192.168.0.19,134,132.214.243.231,1214,42.0,34580
2018-01-05 16:45:02,132.214.243.231,1214,192.168.0.19,134,244.0,34580
2018-01-05 17:00:01,192.168.0.19,111,132.214.243.231,1698,49.0,57205
2018-01-05 17:00:02,132.214.243.231,1698,192.168.0.19,111,248.0,57205
2018-01-05 17:15:01,192.168.0.19,178,132.214.243.231,1690,51.0,30996
2018-01-05 17:15:02,132.214.243.231,1690,192.168.0.19,178,247.0,30996
2018-01-05 17:30:01,192.168.0.19,227,132.214.243.231,1866,44.0,8208
