Time,SrcIP,SrcPort,DstIP,DstPort,PacketSIZE,Session_id,vendor
2018-01-03 10:45:29,192.168.0.85,27973,13.228.14.18,2512,51,41078,Home_camera
2018-01-03 10:45:30,13.228.14.18,2512,192.168.0.85,27973,51,41078,Home_camera
2018-01-03 11:00:50,192.168.0.85,49206,13.228.14.18,3905,50,3851,Home_camera
2018-01-03 11:00:51,13.228.14.18,3905,192.168.0.85,49206,42,3851,Home_camera
2018-01-03 11:15:10,192.168.0.85,47885,13.228.14.18,2188,47,31730,Home_camera
2018-01-03 11:15:11,13.228.14.18,2188,192.168.0.85,47885,44,31730,Home_camera
2018-01-03 11:30:42,192.168.0.85,45656,13.228.14.18,4761,52,33892,Home_camera
2018-01-03 11:30:43,13.228.14.18,4761,192.168.0.85,45656,43,33892,Home_camera
2018-01-03 11:45:58,192.168.0.85,27255,13.228.14.18,2386,52,54889,Home_camera
2018-01-03 11:45:59,13.228.14.18,2386,192.168.0.85,27255,44,54889,Home_camera
2018-01-03 12:00:38,192.168.0.85,14895,13.228.14.18,3878,52,59743,Home_camera
2018-01-03 12:00:39,13.228.14.18,3878,192.168.0.85,14895,53,59743,Home_camera
2018-01-03 12:00:40,13.228.14.18,3878,192.168.0.85,14895,995,59743,Home_camera
2018-01-03 12:15:05,192.168.0.85,49969,13.228.14.18,3105,44,39810,Home_camera
2018-01-03 12:15:06,13.228.14.18,3105,192.168.0.85,49969,52,39810,Home_camera
2018-01-03 12:30:35,192.168.0.85,29049,13.228.14.18,2170,44,54956,Home_camera
2018-01-03 12:30:36,13.228.14.18,2170,192.168.0.85,29049,46,54956,Home_camera
2018-01-03 12:45:25,192.168.0.85,7474,13.228.14.18,3590,44,10136,Home_camera
2018-01-03 12:45:26,13.228.14.18,3590,192.168.0.85,7474,48,10136,Home_camera
2018-01-03 13:00:41,192.168.0.85,48871,13.228.14.18,1145,50,64701,Home_camera
2018-01-03 13:00:42,13.228.14.18,1145,192.168.0.85,48871,54,64701,Home_camera
2018-01-03 13:15:11,192.168.0.85,44421,13.228.14.18,446,49,7777,Home_camera
2018-01-03 13:15:12,13.228.14.18,446,192.168.0.85,44421,45,7777,Home_camera
2018-01-03 13:30:39,192.168.0.85,3486,13.228.14.18,1985,51,60381,Home_camera
2018-01-03 13:30:40,13.228.14.18,1985,192.168.0.85,3486,50,60381,Home_camera
2018-01-03 13:45:01,192.168.0.85,64440,13.228.14.18,2561,51,14509,Home_camera
2018-01-03 13:45:02,13.228.14.18,2561,192.168.0.85,64440,48,14509,Home_camera
2018-01-03 14:00:08,192.168.0.85,28595,13.228.14.18,1858,48,57257,Home_camera
2018-01-03 14:00:09,13.228.14.18,1858,192.168.0.85,28595,48,57257,Home_camera
2018-01-03 14:15:33,192.168.0.85,36432,13.228.14.18,3464,54,25745,Home_camera
2018-01-03 14:15:34,13.228.14.18,3464,192.168.0.85,36432,52,25745,Home_camera
2018-01-03 14:30:50,192.168.0.85,42952,13.228.14.18,495,51,33081,Home_camera
2018-01-03 14:30:51,13.228.14.18,495,192.168.0.85,42952,49,33081,Home_camera
2018-01-03 14:45:40,192.168.0.85,48755,13.228.14.18,236,55,46992,Home_camera
2018-01-03 14:45:41,13.228.14.18,236,192.168.0.85,48755,51,46992,Home_camera
2018-01-03 15:00:25,192.168.0.85,23176,13.228.14.18,1343,49,6257,Home_camera
2018-01-03 15:00:26,13.228.14.18,1343,192.168.0.85,23176,51,6257,Home_camera
2018-01-03 15:15:05,192.168.0.85,28427,13.228.14.18,1400,53,37382,Home_camera
2018-01-03 15:15:06,13.228.14.18,1400,192.168.0.85,28427,49,37382,Home_camera
2018-01-03 15:16:50,132.214.243.225,9010,192.168.0.85,3760,48,50936,Home_camera
2018-01-03 15:16:51,192.168.0.85,3760,132.214.243.225,9010,53,50936,Home_camera
2018-01-03 15:16:52,132.214.243.225,9010,192.168.0.85,3760,125,50936,Home_camera
2018-01-03 15:16:53,132.214.243.225,9010,192.168.0.85,3760,125,50936,Home_camera
2018-01-03 15:16:54,192.168.0.85,3760,132.214.243.225,9010,253,50936,Home_camera
2018-01-03 15:16:55,192.168.0.85,39941,152.12.213.213,9020,500,50936,Home_camera
2018-01-03 15:16:56,192.168.0.85,39941,152.12.213.213,9020,500,50936,Home_camera
2018-01-03 15:16:57,192.168.0.85,39941,152.12.213.213,9020,500,50936,Home_camera
2018-01-03 15:16:58,192.168.0.85,39941,152.12.213.213,9020,500,50936,Home_camera
2018-01-03 15:16:59,192.168.0.85,39941,152.12.213.213,9020,500,50936,Home_camera
2018-01-03 15:17:00,192.168.0.85,39941,152.12.213.213,9020,500,50936,Home_camera
2018-01-03 15:17:01,192.168.0.85,39941,152.12.213.213,9020,500,50936,Home_camera
2018-01-03 15:17:02,192.168.0.85,39941,152.12.213.213,9020,500,50936,Home_camera
2018-01-03 15:17:03,192.168.0.85,39941,152.12.213.213,9020,500,50936,Home_camera
2018-01-03 15:17:04,192.168.0.85,39941,152.12.213.213,9020,500,50936,Home_camera
2018-01-03 15:28:21,132.214.243.225,9010,192.168.0.85,3760,48,13135,Home_camera
2018-01-03 15:28:22,192.168.0.85,3760,132.214.243.225,9010,53,13135,Home_camera
2018-01-03 15:28:23,132.214.243.225,9010,192.168.0.85,3760,125,13135,Home_camera
2018-01-03 15:28:24,132.214.243.225,9010,192.168.0.85,3760,125,13135,Home_camera
2018-01-03 15:28:25,192.168.0.85,3760,132.214.243.225,9010,253,13135,Home_camera
2018-01-03 15:28:26,192.168.0.85,39941,152.12.213.213,9020,500,13135,Home_camera
2018-01-03 15:28:27,192.168.0.85,39941,152.12.213.213,9020,500,13135,Home_camera
2018-01-03 15:28:28,192.168.0.85,39941,152.12.213.213,9020,500,13135,Home_camera
2018-01-03 15:28:29,192.168.0.85,39941,152.12.213.213,9020,500,13135,Home_camera
2018-01-03 15:28:30,192.168.0.85,39941,152.12.213.213,9020,500,13135,Home_camera
2018-01-03 15:28:31,192.168.0.85,39941,152.12.213.213,9020,500,13135,Home_camera
2018-01-03 15:28:32,192.168.0.85,39941,152.12.213.213,9020,500,13135,Home_camera
2018-01-03 15:28:33,192.168.0.85,39941,152.12.213.213,9020,500,13135,Home_camera
2018-01-03 15:28:34,192.168.0.85,39941,152.12.213.213,9020,500,13135,Home_camera
2018-01-03 15:28:35,192.168.0.85,39941,152.12.213.213,9020,500,13135,Home_camera
2018-01-03 15:30:44,192.168.0.85,22961,13.228.14.18,3783,53,43693,Home_camera
2018-01-03 15:30:45,13.228.14.18,3783,192.168.0.85,22961,50,43693,Home_camera
2018-01-03 15:45:56,192.168.0.85,22765,13.228.14.18,1007,55,7785,Home_camera
2018-01-03 15:45:57,13.228.14.18,1007,192.168.0.85,22765,49,7785,Home_camera
2018-01-03 16:00:22,192.168.0.85,30161,13.228.14.18,4685,56,43086,Home_camera
2018-01-03 16:00:23,13.228.14.18,4685,192.168.0.85,30161,48,43086,Home_camera
2018-01-03 16:15:34,192.168.0.85,48116,13.228.14.18,2104,50,50216,Home_camera
2018-01-03 16:15:35,13.228.14.18,2104,192.168.0.85,48116,50,50216,Home_camera
2018-01-03 16:15:36,13.228.14.18,2104,192.168.0.85,48116,821,50216,Home_camera
2018-01-03 16:15:37,13.228.14.18,2104,192.168.0.85,48116,821,50216,Home_camera
2018-01-03 16:15:38,13.228.14.18,2104,192.168.0.85,48116,821,50216,Home_camera
2018-01-03 16:15:39,13.228.14.18,2104,192.168.0.85,48116,821,50216,Home_camera
2018-01-03 16:15:40,13.228.14.18,2104,192.168.0.85,48116,821,50216,Home_camera
2018-01-03 16:15:41,13.228.14.18,2104,192.168.0.85,48116,821,50216,Home_camera
2018-01-03 16:15:42,13.228.14.18,2104,192.168.0.85,48116,821,50216,Home_camera
2018-01-03 16:15:43,13.228.14.18,2104,192.168.0.85,48116,821,50216,Home_camera
2018-01-03 16:15:44,13.228.14.18,2104,192.168.0.85,48116,821,50216,Home_camera
2018-01-03 16:15:45,13.228.14.18,2104,192.168.0.85,48116,821,50216,Home_camera
2018-01-03 16:15:46,13.228.14.18,2104,192.168.0.85,48116,821,50216,Home_camera
2018-01-03 16:15:47,13.228.14.18,2104,192.168.0.85,48116,821,50216,Home_camera
2018-01-03 16:15:48,13.228.14.18,2104,192.168.0.85,48116,821,50216,Home_camera
2018-01-03 16:15:49,13.228.14.18,2104,192.168.0.85,48116,821,50216,Home_camera
2018-01-03 16:26:00,132.214.243.225,9010,192.168.0.85,3760,48,36715,Home_camera
2018-01-03 16:26:01,192.168.0.85,3760,132.214.243.225,9010,53,36715,Home_camera
2018-01-03 16:26:02,132.214.243.225,9010,192.168.0.85,3760,125,36715,Home_camera
2018-01-03 16:26:03,132.214.243.225,9010,192.168.0.85,3760,125,36715,Home_camera
2018-01-03 16:26:04,192.168.0.85,3760,132.214.243.225,9010,253,36715,Home_camera
2018-01-03 16:26:05,192.168.0.85,39941,152.12.213.213,9020,500,36715,Home_camera
2018-01-03 16:26:06,192.168.0.85,39941,152.12.213.213,9020,500,36715,Home_camera
2018-01-03 16:26:07,192.168.0.85,39941,152.12.213.213,9020,500,36715,Home_camera
2018-01-03 16:26:08,192.168.0.85,39941,152.12.213.213,9020,500,36715,Home_camera
2018-01-03 16:26:09,192.168.0.85,39941,152.12.213.213,9020,500,36715,Home_camera
2018-01-03 16:26:10,192.168.0.85,39941,152.12.213.213,9020,500,36715,Home_camera
2018-01-03 16:26:11,192.168.0.85,39941,152.12.213.213,9020,500,36715,Home_camera
2018-01-03 16:26:12,192.168.0.85,39941,152.12.213.213,9020,500,36715,Home_camera
2018-01-03 16:26:13,192.168.0.85,39941,152.12.213.213,9020,500,36715,Home_camera
2018-01-03 16:26:14,192.168.0.85,39941,152.12.213.213,9020,500,36715,Home_camera
2018-01-03 16:30:18,192.168.0.85,24647,13.228.14.18,1104,47,41131,Home_camera
2018-01-03 16:30:19,13.228.14.18,1104,192.168.0.85,24647,54,41131,Home_camera
2018-01-03 16:45:13,192.168.0.85,21893,13.228.14.18,4673,47,56423,Home_camera
2018-01-03 16:45:14,13.228.14.18,4673,192.168.0.85,21893,50,56423,Home_camera
2018-01-03 17:00:35,192.168.0.85,28972,13.228.14.18,3916,54,14887,Home_camera
2018-01-03 17:00:36,13.228.14.18,3916,192.168.0.85,28972,51,14887,Home_camera
2018-01-03 17:10:42,132.214.243.225,9010,192.168.0.85,3760,48,34747,Home_camera
2018-01-03 17:10:43,192.168.0.85,3760,132.214.243.225,9010,53,34747,Home_camera
2018-01-03 17:10:44,132.214.243.225,9010,192.168.0.85,3760,125,34747,Home_camera
2018-01-03 17:10:45,132.214.243.225,9010,192.168.0.85,3760,125,34747,Home_camera
2018-01-03 17:10:46,192.168.0.85,3760,132.214.243.225,9010,253,34747,Home_camera
2018-01-03 17:10:47,192.168.0.85,39941,152.12.213.213,9020,500,34747,Home_camera
2018-01-03 17:10:48,192.168.0.85,39941,152.12.213.213,9020,500,34747,Home_camera
2018-01-03 17:10:49,192.168.0.85,39941,152.12.213.213,9020,500,34747,Home_camera
2018-01-03 17:10:50,192.168.0.85,39941,152.12.213.213,9020,500,34747,Home_camera
2018-01-03 17:10:51,192.168.0.85,39941,152.12.213.213,9020,500,34747,Home_camera
2018-01-03 17:10:52,192.168.0.85,39941,152.12.213.213,9020,500,34747,Home_camera
2018-01-03 17:10:53,192.168.0.85,39941,152.12.213.213,9020,500,34747,Home_camera
2018-01-03 17:10:54,192.168.0.85,39941,152.12.213.213,9020,500,34747,Home_camera
2018-01-03 17:10:55,192.168.0.85,39941,152.12.213.213,9020,500,34747,Home_camera
2018-01-03 17:10:56,192.168.0.85,39941,152.12.213.213,9020,500,34747,Home_camera
2018-01-03 17:15:12,192.168.0.85,6773,13.228.14.18,3918,46,57937,Home_camera
2018-01-03 17:15:13,13.228.14.18,3918,192.168.0.85,6773,46,57937,Home_camera
2018-01-03 17:30:43,192.168.0.85,12627,13.228.14.18,407,41,28573,Home_camera
2018-01-03 17:30:44,13.228.14.18,407,192.168.0.85,12627,51,28573,Home_camera
2018-01-03 17:45:04,192.168.0.85,30341,13.228.14.18,4168,47,43791,Home_camera
2018-01-03 17:45:05,13.228.14.18,4168,192.168.0.85,30341,51,43791,Home_camera
2018-01-03 18:00:57,192.168.0.85,44961,13.228.14.18,3973,46,17285,Home_camera
2018-01-03 18:00:58,13.228.14.18,3973,192.168.0.85,44961,50,17285,Home_camera
2018-01-03 18:15:11,192.168.0.85,65214,13.228.14.18,272,48,13307,Home_camera
2018-01-03 18:15:12,13.228.14.18,272,192.168.0.85,65214,46,13307,Home_camera
2018-01-03 18:30:31,192.168.0.85,28925,13.228.14.18,1617,50,33389,Home_camera
2018-01-03 18:30:32,13.228.14.18,1617,192.168.0.85,28925,45,33389,Home_camera
2018-01-03 18:45:18,192.168.0.85,47803,13.228.14.18,1632,50,4087,Home_camera
2018-01-03 18:45:19,13.228.14.18,1632,192.168.0.85,47803,61,4087,Home_camera
2018-01-03 19:00:01,192.168.0.85,63955,13.228.14.18,2935,51,50237,Home_camera
2018-01-03 19:00:02,13.228.14.18,2935,192.168.0.85,63955,54,50237,Home_camera
2018-01-03 19:15:47,192.168.0.85,37460,13.228.14.18,962,51,64432,Home_camera
2018-01-03 19:15:48,13.228.14.18,962,192.168.0.85,37460,52,64432,Home_camera
2018-01-03 19:30:58,192.168.0.85,61340,13.228.14.18,2758,50,43755,Home_camera
2018-01-03 19:30:59,13.228.14.18,2758,192.168.0.85,61340,44,43755,Home_camera
2018-01-03 19:45:03,192.168.0.85,8282,13.228.14.18,1702,47,1258,Home_camera
2018-01-03 19:45:04,13.228.14.18,1702,192.168.0.85,8282,48,1258,Home_camera
2018-01-03 20:00:57,192.168.0.85,17669,13.228.14.18,4050,50,40366,Home_camera
2018-01-03 20:00:58,13.228.14.18,4050,192.168.0.85,17669,55,40366,Home_camera
2018-01-03 20:15:31,192.168.0.85,21685,13.228.14.18,4117,51,6901,Home_camera
2018-01-03 20:15:32,13.228.14.18,4117,192.168.0.85,21685,52,6901,Home_camera
2018-01-03 20:30:50,192.168.0.85,31880,13.228.14.18,2200,50,34426,Home_camera
2018-01-03 20:30:51,13.228.14.18,2200,192.168.0.85,31880,48,34426,Home_camera
2018-01-03 20:45:28,192.168.0.85,10283,13.228.14.18,3073,57,50442,Home_camera
2018-01-03 20:45:29,13.228.14.18,3073,192.168.0.85,10283,51,50442,Home_camera
2018-01-03 21:00:05,192.168.0.85,22310,13.228.14.18,848,49,59763,Home_camera
2018-01-03 21:00:06,13.228.14.18,848,192.168.0.85,22310,51,59763,Home_camera
2018-01-03 21:15:08,192.168.0.85,20691,13.228.14.18,1377,50,58242,Home_camera
2018-01-03 21:15:09,13.228.14.18,1377,192.168.0.85,20691,50,58242,Home_camera
2018-01-03 21:30:26,192.168.0.85,3259,13.228.14.18,4451,47,56657,Home_camera
2018-01-03 21:30:27,13.228.14.18,4451,192.168.0.85,3259,46,56657,Home_camera
2018-01-03 21:45:36,192.168.0.85,46834,13.228.14.18,1323,51,24074,Home_camera
2018-01-03 21:45:37,13.228.14.18,1323,192.168.0.85,46834,48,24074,Home_camera
2018-01-03 22:00:38,192.168.0.85,8883,13.228.14.18,376,53,22172,Home_camera
2018-01-03 22:00:39,13.228.14.18,376,192.168.0.85,8883,52,22172,Home_camera
2018-01-03 22:15:56,192.168.0.85,48200,13.228.14.18,4462,49,24978,Home_camera
2018-01-03 22:15:57,13.228.14.18,4462,192.168.0.85,48200,43,24978,Home_camera
2018-01-03 22:30:08,192.168.0.85,10613,13.228.14.18,4706,53,10880,Home_camera
2018-01-03 22:30:09,13.228.14.18,4706,192.168.0.85,10613,56,10880,Home_camera
2018-01-03 22:45:51,192.168.0.85,39458,13.228.14.18,987,52,54689,Home_camera
2018-01-03 22:45:52,13.228.14.18,987,192.168.0.85,39458,48,54689,Home_camera
2018-01-03 23:00:34,192.168.0.85,42292,13.228.14.18,3423,51,44678,Home_camera
2018-01-03 23:00:35,13.228.14.18,3423,192.168.0.85,42292,49,44678,Home_camera
2018-01-03 23:15:35,192.168.0.85,9346,13.228.14.18,2781,57,36005,Home_camera
2018-01-03 23:15:36,13.228.14.18,2781,192.168.0.85,9346,52,36005,Home_camera
2018-01-03 23:30:21,192.168.0.85,51285,13.228.14.18,3576,55,44305,Home_camera
2018-01-03 23:30:22,13.228.14.18,3576,192.168.0.85,51285,49,44305,Home_camera
2018-01-03 23:45:49,192.168.0.85,44122,13.228.14.18,3934,44,57167,Home_camera
2018-01-03 23:45:50,13.228.14.18,3934,192.168.0.85,44122,47,57167,Home_camera
2018-01-04 00:00:15,192.168.0.85,60221,13.228.14.18,2589,45,23095,Home_camera
2018-01-04 00:00:16,13.228.14.18,2589,192.168.0.85,60221,45,23095,Home_camera
2018-01-04 00:15:06,192.168.0.85,6213,13.228.14.18,2824,48,48626,Home_camera
2018-01-04 00:15:07,13.228.14.18,2824,192.168.0.85,6213,51,48626,Home_camera
2018-01-04 00:30:50,192.168.0.85,60252,13.228.14.18,2355,53,29739,Home_camera
2018-01-04 00:30:51,13.228.14.18,2355,192.168.0.85,60252,47,29739,Home_camera
2018-01-04 00:45:03,192.168.0.85,52691,13.228.14.18,75,48,35268,Home_camera
2018-01-04 00:45:04,13.228.14.18,75,192.168.0.85,52691,54,35268,Home_camera
2018-01-04 01:00:28,192.168.0.85,31217,13.228.14.18,730,51,2730,Home_camera
2018-01-04 01:00:29,13.228.14.18,730,192.168.0.85,31217,58,2730,Home_camera
2018-01-04 01:15:35,192.168.0.85,35764,13.228.14.18,725,49,18193,Home_camera
2018-01-04 01:15:36,13.228.14.18,725,192.168.0.85,35764,53,18193,Home_camera
2018-01-04 01:30:41,192.168.0.85,40576,13.228.14.18,2853,58,61528,Home_camera
2018-01-04 01:30:42,13.228.14.18,2853,192.168.0.85,40576,58,61528,Home_camera
2018-01-04 01:45:54,192.168.0.85,55579,13.228.14.18,886,43,17561,Home_camera
2018-01-04 01:45:55,13.228.14.18,886,192.168.0.85,55579,58,17561,Home_camera
2018-01-04 02:00:23,192.168.0.85,61441,13.228.14.18,2571,46,16249,Home_camera
2018-01-04 02:00:24,13.228.14.18,2571,192.168.0.85,61441,49,16249,Home_camera
2018-01-04 02:15:29,192.168.0.85,12481,13.228.14.18,2296,53,6852,Home_camera
2018-01-04 02:15:30,13.228.14.18,2296,192.168.0.85,12481,52,6852,Home_camera
2018-01-04 02:30:18,192.168.0.85,18058,13.228.14.18,1539,46,34348,Home_camera
2018-01-04 02:30:19,13.228.14.18,1539,192.168.0.85,18058,47,34348,Home_camera
2018-01-04 02:30:20,13.228.14.18,1539,192.168.0.85,18058,1004,34348,Home_camera
2018-01-04 02:30:21,13.228.14.18,1539,192.168.0.85,18058,1004,34348,Home_camera
2018-01-04 02:30:22,13.228.14.18,1539,192.168.0.85,18058,1004,34348,Home_camera
2018-01-04 02:30:23,13.228.14.18,1539,192.168.0.85,18058,1004,34348,Home_camera
2018-01-04 02:30:24,13.228.14.18,1539,192.168.0.85,18058,1004,34348,Home_camera
2018-01-04 02:30:25,13.228.14.18,1539,192.168.0.85,18058,1004,34348,Home_camera
2018-01-04 02:30:26,13.228.14.18,1539,192.168.0.85,18058,1004,34348,Home_camera
2018-01-04 02:30:27,13.228.14.18,1539,192.168.0.85,18058,1004,34348,Home_camera
2018-01-04 02:30:28,13.228.14.18,1539,192.168.0.85,18058,1004,34348,Home_camera
2018-01-04 02:30:29,13.228.14.18,1539,192.168.0.85,18058,1004,34348,Home_camera
2018-01-04 02:30:30,13.228.14.18,1539,192.168.0.85,18058,1004,34348,Home_camera
2018-01-04 02:30:31,13.228.14.18,1539,192.168.0.85,18058,1004,34348,Home_camera
2018-01-04 02:30:32,13.228.14.18,1539,192.168.0.85,18058,1004,34348,Home_camera
2018-01-04 02:45:53,192.168.0.85,44724,13.228.14.18,3479,48,39911,Home_camera
2018-01-04 02:45:54,13.228.14.18,3479,192.168.0.85,44724,46,39911,Home_camera
2018-01-04 03:00:07,192.168.0.85,54063,13.228.14.18,3973,49,40259,Home_camera
2018-01-04 03:00:08,13.228.14.18,3973,192.168.0.85,54063,50,40259,Home_camera
2018-01-04 03:15:21,192.168.0.85,21061,13.228.14.18,2334,45,41136,Home_camera
2018-01-04 03:15:22,13.228.14.18,2334,192.168.0.85,21061,50,41136,Home_camera
2018-01-04 03:30:40,192.168.0.85,48462,13.228.14.18,4205,46,57569,Home_camera
2018-01-04 03:30:41,13.228.14.18,4205,192.168.0.85,48462,53,57569,Home_camera
2018-01-04 03:45:53,192.168.0.85,59861,13.228.14.18,1415,50,18579,Home_camera
2018-01-04 03:45:54,13.228.14.18,1415,192.168.0.85,59861,54,18579,Home_camera
2018-01-04 04:00:39,192.168.0.85,1396,13.228.14.18,4159,50,28239,Home_camera
2018-01-04 04:00:40,13.228.14.18,4159,192.168.0.85,1396,47,28239,Home_camera
2018-01-04 04:15:41,192.168.0.85,58273,13.228.14.18,1164,51,14105,Home_camera
2018-01-04 04:15:42,13.228.14.18,1164,192.168.0.85,58273,50,14105,Home_camera
2018-01-04 04:30:03,192.168.0.85,11219,13.228.14.18,2751,47,29902,Home_camera
2018-01-04 04:30:04,13.228.14.18,2751,192.168.0.85,11219,53,29902,Home_camera
2018-01-04 04:45:29,192.168.0.85,14185,13.228.14.18,1976,51,14434,Home_camera
2018-01-04 04:45:30,13.228.14.18,1976,192.168.0.85,14185,56,14434,Home_camera
2018-01-04 05:00:14,192.168.0.85,38895,13.228.14.18,595,50,31667,Home_camera
2018-01-04 05:00:15,13.228.14.18,595,192.168.0.85,38895,51,31667,Home_camera
2018-01-04 05:15:05,192.168.0.85,59349,13.228.14.18,793,42,52664,Home_camera
2018-01-04 05:15:06,13.228.14.18,793,192.168.0.85,59349,48,52664,Home_camera
2018-01-04 05:30:35,192.168.0.85,50163,13.228.14.18,464,53,54420,Home_camera
2018-01-04 05:30:36,13.228.14.18,464,192.168.0.85,50163,49,54420,Home_camera
2018-01-04 05:45:56,192.168.0.85,49159,13.228.14.18,4335,50,40343,Home_camera
2018-01-04 05:45:57,13.228.14.18,4335,192.168.0.85,49159,47,40343,Home_camera
2018-01-04 06:00:31,192.168.0.85,55047,13.228.14.18,3037,44,63923,Home_camera
2018-01-04 06:00:32,13.228.14.18,3037,192.168.0.85,55047,50,63923,Home_camera
2018-01-04 06:15:05,192.168.0.85,51320,13.228.14.18,1352,50,37444,Home_camera
2018-01-04 06:15:06,13.228.14.18,1352,192.168.0.85,51320,51,37444,Home_camera
2018-01-04 06:30:10,192.168.0.85,32561,13.228.14.18,4011,49,24487,Home_camera
2018-01-04 06:30:11,13.228.14.18,4011,192.168.0.85,32561,60,24487,Home_camera
2018-01-04 06:45:27,192.168.0.85,19451,13.228.14.18,931,54,10383,Home_camera
2018-01-04 06:45:28,13.228.14.18,931,192.168.0.85,19451,53,10383,Home_camera
2018-01-04 07:00:58,192.168.0.85,36022,13.228.14.18,430,48,36742,Home_camera
2018-01-04 07:00:59,13.228.14.18,430,192.168.0.85,36022,52,36742,Home_camera
2018-01-04 07:15:15,192.168.0.85,27586,13.228.14.18,1569,58,35473,Home_camera
2018-01-04 07:15:16,13.228.14.18,1569,192.168.0.85,27586,44,35473,Home_camera
2018-01-04 07:30:34,192.168.0.85,43268,13.228.14.18,1819,46,16354,Home_camera
2018-01-04 07:30:35,13.228.14.18,1819,192.168.0.85,43268,55,16354,Home_camera
2018-01-04 07:45:10,192.168.0.85,41327,13.228.14.18,1632,54,42715,Home_camera
2018-01-04 07:45:11,13.228.14.18,1632,192.168.0.85,41327,49,42715,Home_camera
2018-01-04 08:00:41,192.168.0.85,51432,13.228.14.18,2143,49,60143,Home_camera
2018-01-04 08:00:42,13.228.14.18,2143,192.168.0.85,51432,54,60143,Home_camera
2018-01-04 08:15:41,192.168.0.85,24068,13.228.14.18,1972,44,63968,Home_camera
2018-01-04 08:15:42,13.228.14.18,1972,192.168.0.85,24068,52,63968,Home_camera
2018-01-04 08:30:20,192.168.0.85,30206,13.228.14.18,1599,49,11580,Home_camera
2018-01-04 08:30:21,13.228.14.18,1599,192.168.0.85,30206,44,11580,Home_camera
2018-01-04 08:45:37,192.168.0.85,56606,13.228.14.18,182,51,24469,Home_camera
2018-01-04 08:45:38,13.228.14.18,182,192.168.0.85,56606,45,24469,Home_camera
2018-01-04 09:00:13,192.168.0.85,58023,13.228.14.18,4247,49,8572,Home_camera
2018-01-04 09:00:14,13.228.14.18,4247,192.168.0.85,58023,53,8572,Home_camera
2018-01-04 09:15:43,192.168.0.85,37976,13.228.14.18,1827,46,26352,Home_camera
2018-01-04 09:15:44,13.228.14.18,1827,192.168.0.85,37976,49,26352,Home_camera
2018-01-04 09:30:07,192.168.0.85,21921,13.228.14.18,3101,53,38000,Home_camera
2018-01-04 09:30:08,13.228.14.18,3101,192.168.0.85,21921,55,38000,Home_camera
2018-01-04 09:45:23,192.168.0.85,37841,13.228.14.18,1282,48,23625,Home_camera
2018-01-04 09:45:24,13.228.14.18,1282,192.168.0.85,37841,42,23625,Home_camera
2018-01-04 10:00:19,192.168.0.85,4119,13.228.14.18,251,51,16064,Home_camera
2018-01-04 10:00:20,13.228.14.18,251,192.168.0.85,4119,51,16064,Home_camera
2018-01-04 10:15:57,192.168.0.85,23016,13.228.14.18,4848,42,28822,Home_camera
2018-01-04 10:15:58,13.228.14.18,4848,192.168.0.85,23016,51,28822,Home_camera
2018-01-04 10:30:13,192.168.0.85,40244,13.228.14.18,1454,52,62149,Home_camera
2018-01-04 10:30:14,13.228.14.18,1454,192.168.0.85,40244,52,62149,Home_camera
2018-01-04 10:45:21,192.168.0.85,1986,13.228.14.18,956,51,57231,Home_camera
2018-01-04 10:45:22,13.228.14.18,956,192.168.0.85,1986,55,57231,Home_camera
2018-01-04 11:00:52,192.168.0.85,55401,13.228.14.18,1149,55,9184,Home_camera
2018-01-04 11:00:53,13.228.14.18,1149,192.168.0.85,55401,48,9184,Home_camera
2018-01-04 11:15:51,192.168.0.85,57810,13.228.14.18,4935,48,11223,Home_camera
2018-01-04 11:15:52,13.228.14.18,4935,192.168.0.85,57810,45,11223,Home_camera
2018-01-04 11:30:48,192.168.0.85,62154,13.228.14.18,2785,57,37684,Home_camera
2018-01-04 11:30:49,13.228.14.18,2785,192.168.0.85,62154,55,37684,Home_camera
2018-01-04 11:45:29,192.168.0.85,19071,13.228.14.18,3461,61,18889,Home_camera
2018-01-04 11:45:30,13.228.14.18,3461,192.168.0.85,19071,48,18889,Home_camera
2018-01-04 12:00:43,192.168.0.85,27121,13.228.14.18,2079,46,49662,Home_camera
2018-01-04 12:00:44,13.228.14.18,2079,192.168.0.85,27121,49,49662,Home_camera
2018-01-04 12:15:50,192.168.0.85,23665,13.228.14.18,4723,48,19109,Home_camera
2018-01-04 12:15:51,13.228.14.18,4723,192.168.0.85,23665,48,19109,Home_camera
2018-01-04 12:30:15,192.168.0.85,15159,13.228.14.18,1996,54,17660,Home_camera
2018-01-04 12:30:16,13.228.14.18,1996,192.168.0.85,15159,50,17660,Home_camera
2018-01-04 12:45:54,192.168.0.85,42025,13.228.14.18,1934,43,9677,Home_camera
2018-01-04 12:45:55,13.228.14.18,1934,192.168.0.85,42025,52,9677,Home_camera
2018-01-04 13:00:38,192.168.0.85,12745,13.228.14.18,2338,55,60076,Home_camera
2018-01-04 13:00:39,13.228.14.18,2338,192.168.0.85,12745,56,60076,Home_camera
2018-01-04 13:15:53,192.168.0.85,44054,13.228.14.18,1613,49,15440,Home_camera
2018-01-04 13:15:54,13.228.14.18,1613,192.168.0.85,44054,46,15440,Home_camera
2018-01-04 13:30:04,192.168.0.85,38476,13.228.14.18,2540,45,2586,Home_camera
2018-01-04 13:30:05,13.228.14.18,2540,192.168.0.85,38476,45,2586,Home_camera
